file,ok,pass,blur,white,black,reason
06a0686f91bed47d1f4873e4d104442c_jpg.rf.4de248f1b4d17d260413ea9bdde71762.jpg,True,True,155.8162091798544,0.00150634765625,0.0322412109375,
06a0686f91bed47d1f4873e4d104442c_jpg.rf.ca85802ebdca5a2f1f293741021a6645.jpg,True,True,161.98522795677187,0.001669921875,0.02558837890625,
0d4c873ace54e82fb49c451a9bdc6d24_jpg.rf.bfdcbea6ad7d228da2021ff6325fd938.jpg,True,True,199.2016996438742,1.46484375e-05,0.05127685546875,
0e0a5204f238d9c743ae456a8dc6529a_jpg.rf.c3ca9420de53c5d7b5a7234f51f53644.jpg,True,True,199.15380435342198,0.0,0.0655908203125,
14171f7e3e906f9bb9cbee0e44b183ab_jpg.rf.0881693fc13cfdf4b1f250c7203c2f24.jpg,True,True,315.15469793412683,0.0,0.06672119140625,
19b620ad00aeb2885f0f0a1ccb337919_jpg.rf.874da0cffbd3af611f8e8dd7c47458f9.jpg,True,True,544.6616021823644,0.47298828125,0.07768798828125,
19b620ad00aeb2885f0f0a1ccb337919_jpg.rf.f8a122731eb7ac200524c5e88216ee68.jpg,True,True,528.4771452813089,0.4541748046875,0.08675048828125,
2017_7image_01_34_3344908890_jpg.rf.4a4041ede07dccc0e2065b0176c84fde.jpg,True,True,212.80496092790963,8.30078125e-05,0.056162109375,
2b923b9c9b526e45022e18d0493946ba-1-_jpg.rf.b5a3acaba2e9d128043db9f8e8a0753d.jpg,True,True,42.81925726460813,2.9296875e-05,0.070556640625,
2b923b9c9b526e45022e18d0493946ba_jpg.rf.c542258dac015b79f8f37e46eb7f37dd.jpg,True,True,55.18225266644953,3.41796875e-05,0.06623779296875,
3564191365d6dd7bff705c3252860029_jpg.rf.4da254870df54ce8a718330c511011c4.jpg,True,True,178.93837853918077,0.0,0.0571875,
3564191365d6dd7bff705c3252860029_jpg.rf.c2916c3602a6b5f5f29aa3523e4e2a74.jpg,True,True,163.5182001473844,0.0,0.05541015625,
3564191365d6dd7bff705c3252860029_jpg.rf.ecfc9fd2a0d76416f6a74b0d8cdf2d68.jpg,True,True,190.60256214722995,1.708984375e-05,0.06864013671875,
447675edf75967ed3047d0ff28f280ac-1-_jpg.rf.107cc237bfe7a182a4d0174efbf82f0a.jpg,True,True,119.06757736959456,0.0,0.0666748046875,
447675edf75967ed3047d0ff28f280ac_jpg.rf.563964b640acfc8db5469757f23dcbde.jpg,True,True,123.83596899261474,0.0,0.0596240234375,
60643f2e835245dfa9b0c9c988abb748_jpg.rf.9e9111e97d4168c55c7aeb87763ddd59.jpg,True,True,81.0166185256004,0.0,0.0562451171875,
60643f2e835245dfa9b0c9c988abb748_jpg.rf.ea9e2dd862ccbf64486e7102532ab507.jpg,True,True,71.36102182683945,0.0,0.1042578125,
6cc303eb6be78797fd871ec8cad3a65d_jpg.rf.d9226a1b739895bdcad78065fa27291f.jpg,True,True,127.90665899462103,0.0,0.045087890625,
6d8e67208737a556302565d3c61dc373_jpg.rf.20da8bf6be6638f72635d0deed85958c.jpg,True,True,64.94394619140624,0.0,0.06145751953125,
78ebbaace416b45c0b552a5a3de7b1a7_jpg.rf.d4af01944897e28033b40568ed83fe85.jpg,True,True,126.1365544707239,0.0,0.0771875,
80-Adding-Aadhar-Card-Template-Download-in-Photoshop-with-Aadhar-Card-Template-Download_jpg.rf.6da808a073d25bf42f7984f8383697d5.jpg,True,True,364.4276032130957,0.43106689453125,0.05471435546875,
80-Adding-Aadhar-Card-Template-Download-in-Photoshop-with-Aadhar-Card-Template-Download_jpg.rf.c6ae42e8f1221267e73a80b36398591d.jpg,True,True,402.73066103932865,0.4297216796875,0.0403466796875,
81eadb49cb7736c4e7460f318ebd5d29_jpg.rf.48eb7b67f93cd1046100ef7067e37448.jpg,True,True,206.17244544639578,0.00446533203125,0.0639501953125,
8455878ee3f6d5bf35580169888b3fb6_jpg.rf.386a15cfcec4f380e952e2c9185ff115.jpg,True,True,291.4277326497793,0.405380859375,0.108505859375,
8c7dab60c3bdf9f210aaaca1a87c78de_jpg.rf.efc4f906b57e34f8d8ccee52679e3dbc.jpg,True,True,87.70577469038368,0.00574951171875,0.0467822265625,
94eb12c96f2d79889f4856eb47ae25a4_jpg.rf.1995fda41c837d6ef94b56185db45e2e.jpg,True,True,321.10997740745546,0.0,0.0789794921875,
a1e3125efaa4eebd8efc907ae48b69a1-1-_jpg.rf.8df60a02ffa4941d96b247573359b635.jpg,True,True,97.44529857575894,6.34765625e-05,0.04546630859375,
ac313c63f18e91c513128fa97bce32d6_jpg.rf.f285f8fd7c0dc9b51126ca25933617ee.jpg,True,True,136.94090718069074,0.00041748046875,0.06665771484375,
adhar1_2366193f_jpg.rf.f0cf36267d836194bf1cf433c7ba3677.jpg,True,True,225.91471938321592,0.00041015625,0.03292236328125,
Adhar_Card_jpg.rf.c119817e5ac1a272edd6e2f4b3fed224.jpg,True,True,195.85753940448168,0.40967529296875,0.0886376953125,
amb-022_1636178548_jpg.rf.d8aaf7cd900d89942946d7579ea746bc.jpg,True,True,46.90748231039047,0.0,0.05434814453125,
b2487cba906731d63c4ca7884bd1a2f0_jpg.rf.9be0bc5c3d4d770cfc78eeed60898740.jpg,True,True,102.85720867561699,1.220703125e-05,0.06600830078125,
b7becd5c330f22d135ef4ffa3b26e65e_jpg.rf.9b0fdd3b7ffec1bddd42d3aefdacb10a.jpg,True,True,63.458327050781264,0.0040625,0.08681884765625,
banner_jpg.rf.06338ddbf8fd06d729bd2c6f5267f09e.jpg,True,False,252.57772359380724,0.6168408203125,0.04672119140625,Image is overexposed (White Ratio: 0.62 > 0.5)
c5cad996e165b070b99d2b76cdfb39dc_jpg.rf.33760ae6a7248a36f6fc01e04cb27137.jpg,True,True,104.96375663564206,4.8828125e-05,0.08076171875,
c5cad996e165b070b99d2b76cdfb39dc_jpg.rf.f4914cb0db1f853dda5b3ad66bae0d87.jpg,True,True,101.14364049739241,0.0,0.072890625,
c69b7f40144bf1cd4051251754af93ed-1-_jpg.rf.5defaa3f1b6dd4758cee0eea381c1067.jpg,True,True,108.88227183828354,0.0,0.04367431640625,
c7d12dabedb1da10342b91dea665a917_jpg.rf.7a076b18c4ddf5b5e0aa1c0c6cd7f8f7.jpg,True,True,127.82019926232697,0.0,0.0642822265625,
dwRqcW6_jpg.rf.bfdc65a8695e9268048b51249ab2b13f.jpg,True,False,370.06020290365217,0.53289306640625,0.07365234375,Image is overexposed (White Ratio: 0.53 > 0.5)
f99b3efadece9bde10e251760cc71b1c_jpg.rf.0186b91293f50212eb85125238ab6331.jpg,True,True,138.276036742872,0.0,0.03734619140625,
ff71c3cd26d34f1340a3f410f6e03a3f_jpg.rf.4a45edf6a6c3abeb79567546a82eea63.jpg,True,True,81.26547576131823,0.00043212890625,0.0524267578125,
images-20-_jpg.rf.2584309852ab6134224c1f0f68a3f59d.jpg,True,True,163.71212550091147,0.42666015625,0.06137939453125,
images-20-_jpg.rf.777048d0fa5da3ab6863fec59741613b.jpg,True,True,215.2419553780019,0.4285400390625,0.0564208984375,
images-20-_jpg.rf.8f917baf0bfdefd06c9fd90fb17f6c90.jpg,True,True,194.03274411275387,0.434970703125,0.04863525390625,
images-8-_jpg.rf.6fa76561c678c180068ab8c0172e91cc.jpg,True,True,68.63993773458003,0.0,0.0542626953125,
IMG_20180723_120159_jpg.rf.1bd728f6f0dcb647ebd0416c709f6756.jpg,True,True,76.76625235557557,0.0,0.03388427734375,
IMG_20180723_120159_jpg.rf.f55adbff4a71b0534a0d40a72114526c.jpg,True,True,88.86071062352656,0.0,0.09535888671875,
meerut-news_1591527061_jpg.rf.1c9077c7a0fd5f93e2f77b17c129ccf1.jpg,True,True,184.3732301566064,0.22436767578125,0.07577392578125,
thumb_jpg.rf.aa9aa48dc57aaa8a8568bd7469cb22ea.jpg,True,True,152.14293605327006,0.0,0.0898095703125,
unnamed_jpg.rf.dccfe8f9b5700cacfdf59b8bc2fbf01e.jpg,True,True,121.99884205236434,0.0,0.06971435546875,
003bad48-58ca2474a0b8b50a0499d5a8_pan_jpg.rf.8f128332404e42f5dd6f91223eda314b.jpg,True,True,376.2505583920906,0.001812,0.0005506666666666666,
038469f5-imgtopdf_generated_2508201310016_page-15_jpg.rf.1a3e63a3e056c7bd80aa7d5d0986facf.jpg,True,True,60.714858677409566,0.334931733071382,2.586407343120816e-07,
06637104-5875f38a9ecee3a41d6467d2_pan_jpg.rf.7bb2b1664b13a95adfd1df7a90c070be.jpg,True,True,126.95222396313599,0.015197333333333334,0.0,
0941ebdd-58cfef7e42e00c4f07edbc96_pan_Sign_page-1_jpg.rf.ce56f6675a19b8e2d8b2683d845ef9bc.jpg,True,True,249.67632603721648,0.18904176309132986,0.0020071578494160703,
0c1db974-58270f9d1c0e0077420b7740_pan_page-1_jpg.rf.9bea3e6f7b4628e173d8ab74fb02985a.jpg,True,True,269.85191090379277,0.07027121675452914,0.0018354188944962448,
0c870ea1-hpvfyf_jpg.rf.499021bfc949d3d59af873fdb8c5c3a5.jpg,True,True,562.9256858329858,0.06130778588807786,0.012693430656934306,
11b04841-imgtopdf_generated_2508201303047_page-187_jpg.rf.a585c502b52634191f280c57733c07f3.jpg,True,True,38.771813436230964,0.23651401949168302,0.0,
24f4c84d-5879f7993856e43677c5473c_pan_page-1_jpg.rf.42a94f8f3af0feca5f7a3590e244d1a7.jpg,True,False,59.92463334386676,0.9094267441596289,7.5128105036836e-05,Image is overexposed (White Ratio: 0.91 > 0.5)
2e2d68d3-imgtopdf_generated_2508201303047_page-29_jpg.rf.3f506dcd9f28a1af9dcf1a15aa15633d.jpg,True,True,49.80111665550632,0.23386165876131262,7.836814249656073e-05,
35cadaf2-58245899cb9e2aca4d85b503_pan_jpg.rf.0401194b2f373771cf1d34eb61420059.jpg,True,True,444.96503821600885,0.12440540393733171,1.551963621972701e-05,
362ab354-imgtopdf_generated_2508201303047_page-82_jpg.rf.cb858ae508fdb12142a1b33dba190f42.jpg,True,False,34.33371586297938,0.33389820469707093,1.0345629372483264e-05,Image is too blurry (Score: 34.3 < 35.0)
39ae37f3-photo_607-06-2022_13-19-27_thumb_jpg.rf.930f68bf0e60d776a152f0ca0a10c0a1.jpg,True,True,3886.7970845050572,0.06123101518784972,0.0006195043964828137,
4903932e-photo_7_2023-07-14_15-52-26_jpg.rf.16c0b4a1e3ca0da50e047bfd54fff3a5.jpg,True,True,184.21557253822724,0.0028631463548328155,0.017451123698154578,
4b53af6e-imgtopdf_generated_2508201303047_page-118_jpg.rf.bf8bd21cc35c9d9ad1127ba8dca81479.jpg,True,True,194.7124972875053,0.24364965871061903,0.0,
53ce3c30-imgtopdf_generated_2208201756030_page-97_jpg.rf.fd27181e9743cd93ac926a523b7a6bc2.jpg,True,True,300.36659841137686,0.33220514245026406,0.0005053839948458075,
59806e62-58d8e0b0ca35d5ce7347b5d9_pan_jpg.rf.489c5092e35155a538c7b6a65d0ee4d1.jpg,True,True,382.046548584593,4.830917874396135e-06,7.246376811594203e-05,
5a6dc3b4-589d7f31df0f3efd50f2e781_pan_jpg.rf.5c79bc7dcb859740fd7afd9d543c2855.jpg,True,True,110.02087157065559,0.0,1.6666666666666667e-06,
5dc388a9-imgtopdf_generated_2508201310016_page-156_jpg.rf.bcef43f41685ec37a0e9fb181515ee43.jpg,True,False,6.987430836234636,0.29203177039323996,0.007629125740003471,Image is too blurry (Score: 7.0 < 35.0)
60ee5df6-5845904cd1687aa37c34142b_pan_page-1_jpg.rf.f267bb846f3b3f8e22aa078ebc4d207a.jpg,True,False,166.60421162626815,0.5358410104369296,0.0004614150700127536,Image is overexposed (White Ratio: 0.54 > 0.5)
674ddb8a-58383178b048210a540e9cb7_pan_page-1_jpg.rf.ae2a25bccf685046506871ac81351e8c.jpg,True,False,77.05314636705748,0.8243765898776184,0.0,Image is overexposed (White Ratio: 0.82 > 0.5)
6b3c2164-imgtopdf_generated_2508201310016_page-87_jpg.rf.caada2e04d526d3879e0ec17b6296486.jpg,True,True,55.23463913280865,0.3335790420309298,0.00017096152538028593,
742bf8aa-58158a8b16300aa644a69d1a_pan_jpg.rf.60ae0541a90d07d6199f28acd60eeaab.jpg,True,True,76.51256527155626,0.0,0.0004106882145383628,
770875bd-photo_2_2023-07-14_11-03-54_jpg.rf.e36b07ad84e777aa477f01e44a6eadca.jpg,True,False,6555.558176042864,0.8461836805728209,0.02141514594003282,Image is overexposed (White Ratio: 0.85 > 0.5)
79a26302-5871e0227338bb0821fa34f3_pan_page-1_jpg.rf.23c0fc85d4bb07ac086e78e112e9b78f.jpg,True,False,21.960533689839572,0.515133155080214,0.0,Image is too blurry (Score: 22.0 < 35.0)
817f25a2-photo_10_2023-07-14_15-47-40_jpg.rf.1d0b52eb943c35a00d3f19e3dc0f76b0.jpg,True,True,311.42477913683854,0.0003078314659197012,0.0001094187675070028,
83ea13b9-imgtopdf_generated_2208201757059_page-97_jpg.rf.e31e4660c700a9aa1f6e264fd0919060.jpg,True,True,55.02806639928387,0.22323281778475762,0.0,
88d2848b-imgtopdf_generated_2508201310016_page-132_jpg.rf.f707a42674494b203c41837a6cc15148.jpg,True,True,139.46572221416125,0.26956804669603274,1.8104851401845712e-06,
8996b627-4i08i_jpg.rf.cd24c96aa77403de1522b999c765b77f.jpg,True,True,2849.6953318736037,0.2964235164152311,0.00012849871309497782,
8c50afd0-58d4d1f095de9d7a73afeb5f_pan_jpg.rf.e649473301186bf46cdbd65312f00e6b.jpg,True,True,736.3174389742707,0.05651529051987768,8.256880733944954e-05,
8e2b1707-5888f1afa39ecac15e5649e7_pan_jpg.rf.68af1c5e1457dd9be7fe18526dd3fba1.jpg,True,True,231.76148879453999,0.001622792937399679,0.013993579454253611,
98d8207b-imgtopdf_generated_2508201310016_page-23_jpg.rf.51afe9264c1589cb4fd6b1fdfd9f2715.jpg,True,False,21.357049136825346,0.27150785220337337,9.569707169547019e-06,Image is too blurry (Score: 21.4 < 35.0)
a7d01fba-58d7717835d8a2ab0122fc2b_pan_Sign_page-1_jpg.rf.8da0524b6f6dc834712611be448ec7ca.jpg,True,True,277.61947905069115,0.1760845062524533,0.007018448942970897,
ab35990a-583b074892fe77ec452dfa64_pan_Sign_page-1_jpg.rf.936e878381c29ec13d60bf1e88299192.jpg,True,True,167.40165823362594,0.17860281522305801,0.0013126122324007184,
ac3372e1-5835bd9fa93533283d8858a0_pan_jpg.rf.eddd9a4dc14e827b509cfea99c84764b.jpg,True,True,2889.7275162254045,0.4698076724964538,0.007433176692474106,
b00575cd-58cabbe9ede71a9855e03dfc_pan_jpg.rf.5cbfbf4879235d13c5f797c51268a6b3.jpg,True,True,207.92365034170678,0.0,1.2558869701726845e-05,
b22862ff-photo_4_2023-07-14_15-57-57_jpg.rf.88c948a77e9ceb375bc62a45539a7378.jpg,True,True,7369.383015356347,0.15356958477763846,0.005946234973080611,
b4ceadb7-imgtopdf_generated_2508201303047_page-39_jpg.rf.13cd648dbf7280cd9fcbbe9e66c91358.jpg,True,True,39.18261717007206,0.33386509868307895,0.0,
b61438bf-586fd612d8d7763a03069ceb_pan_Sign_page-1_jpg.rf.0f132df6a4e18c555f4bc91c3fff6518.jpg,True,True,276.65911319505824,0.19462396430847673,0.002050234660177299,
bb8d8ddd-imgtopdf_generated_2508201303047_page-31_jpg.rf.8809f37e95af2c71a4fbb55f3e356cf4.jpg,True,True,116.05813985066601,0.27152104288082324,1.2673395981291999e-05,
bc7cafcb-583c6765cf2db44523dd3d87_pan_jpg.rf.d48de966424083adc8488cb5b77a4e1d.jpg,True,False,30.506770076232826,0.0,0.0,Image is too blurry (Score: 30.5 < 35.0)
c36d1d4b-photo_6_2023-07-14_15-45-14_jpg.rf.b6073d18f9f531446b28956048561539.jpg,True,True,162.51185771348264,0.0,0.00019032921810699588,
d225412f-photo_11_2023-07-14_15-49-37_jpg.rf.7096f43ebea4df7aa23fc06eed665f58.jpg,True,True,475.7797658390394,0.008808641975308642,0.08795524691358024,
d637fe3f-imgtopdf_generated_2508201310016_page-18_jpg.rf.ff9e9a6e950afd9b63cca864ad1d0fa7.jpg,True,True,39.37737105660172,0.32975814246293744,5.8970087423154605e-05,
e0ef3667-586e560e9aaac55d0e8d403f_pan_Sign_page-1_jpg.rf.8f25b8c5587f5e7c9986262bd630256c.jpg,True,True,567.8504618025606,0.11034839686947741,0.004152360515021459,
e188713b-imgtopdf_generated_2508201303047_page-144_jpg.rf.4fe4780d2a22fe16e301140a5ee54900.jpg,True,True,90.58828559213339,0.33319444325900777,0.0,
e45cef4b-imgtopdf_generated_2508201303047_page-117_jpg.rf.d308852a34a0f21bc6573cbddcfb2dd6.jpg,True,True,60.268793934978234,0.2879680071757285,3.3623295460570606e-06,
edd3f458-imgtopdf_generated_2508201303047_page-98_jpg.rf.a578aaffdaf49916744663c07747d5be.jpg,True,False,18.581706289133958,0.22158708679232986,0.0,Image is too blurry (Score: 18.6 < 35.0)
f0d85e27-imgtopdf_generated_2508201310016_page-167_jpg.rf.7b110db667afe289a6478849e225264d.jpg,True,True,188.9128921284503,0.27498398367252774,0.02164460849164086,
f2c5f429-pavzr_jpg.rf.258651137158d43941b9ab1b3cdd892b.jpg,True,True,596.060569020419,0.18964627033221076,0.0015410364710816166,
fe45cc31-imgtopdf_generated_2508201303047_page-170_jpg.rf.d2d3c7922476d4a594d3f3468ffcf130.jpg,True,True,71.14214920621865,0.2945390336716613,0.006918381002113871,
0521_adhar_jpg.rf.72e13b4a4ab63197d7bab138671ba17c.jpg,True,True,602.2408631018637,0.00069580078125,0.03115478515625,
06_01_2022_03_14_17_png_jpg.rf.84c131e9f3739196dcb217ce66872568.jpg,True,True,811.1253838741721,0.0,0.00723876953125,
06_01_2022_03_14_59_png_jpg.rf.7d753a7852c989342a25fbf67bf385e9.jpg,True,True,716.7420598179757,0.0,0.05669677734375,
086d820550f34066764f4047ddc263ca_jpg.rf.a1db7cb32097409875a50ff57106348a.jpg,True,True,130.08974343842866,0.0,0.06740234375,
0c0584201ff552c4bdcbe160315aa432_jpg.rf.5942e1af703ab2365c8b22d581c90451.jpg,True,True,70.26504141826034,0.0,0.074833984375,
10067_jpg.rf.dd242baa06b7370a17f6fe454c713ae3.jpg,True,True,587.231913206482,0.0,0.00361328125,
10069_jpg.rf.b9981b49cb390c217bdab9cabb7b4c10.jpg,True,True,361.094322385639,0.0,0.0,
10120_jpg.rf.722b5143fb2446ed8a0748f5a704be1e.jpg,True,True,707.8841745662689,0.0,0.00014404296875,
102_509409293_jpg.rf.d6b6e5f32f5267dfd049910dd384bb23.jpg,True,True,160.5970925836027,0.003115234375,0.0759619140625,
15702284b04c27864e819ad89483b80d_jpg.rf.9fa021dc12fed4af38e193100f100d2b.jpg,True,True,228.01267834758164,0.0,0.05279541015625,
17e77ff746a7f6995dcbe80f0b107701_jpg.rf.30786fa6434ac31a3a4dc0d301fdb3aa.jpg,True,True,174.70274411796927,0.0,0.04712890625,
1b26b406ad9485c98cd496bc371db57f_jpg.rf.3971db2690b5f9b5692e172d7f7b913f.jpg,True,True,219.65160524243709,2.44140625e-06,0.035419921875,
25305fe9d4d92e3899f5fbcab86fb2c7-1-_jpg.rf.19c876c6bd2841288b8ac497ad5c4874.jpg,True,True,101.5590219916761,0.0,0.05437744140625,
25305fe9d4d92e3899f5fbcab86fb2c7_jpg.rf.70d576ce37d2f797a436735bc2e57abd.jpg,True,True,129.11419107365012,0.0,0.073701171875,
25305fe9d4d92e3899f5fbcab86fb2c7_jpg.rf.86dde802744b7ece8337002ba468a3fe.jpg,True,True,120.00904395803809,0.0,0.05927490234375,
6d8e67208737a556302565d3c61dc373_jpg.rf.c1bd0fc7810710ea840d37754e750cb5.jpg,True,True,69.16319275707602,0.0,0.05644287109375,
6faf8790a38b5e6a7d9e3347ba84a24f_jpg.rf.6dae4cc3f50cb4a71bcd8496eaaf07a1.jpg,True,True,172.00300428432823,0.0,0.0858154296875,
6faf8790a38b5e6a7d9e3347ba84a24f_jpg.rf.aeb305508f446a30672a7a556b287383.jpg,True,True,171.51317210626001,0.0,0.0790380859375,
766ad22cd5a05c1a9d21c658bb1e925c_jpg.rf.4131ee7d52c7ee48fdd00a08bda8d5ac.jpg,True,True,161.88025258583426,0.0,0.0737109375,
7e65eb61f2d964e4e46a9ee5e1330c28_jpg.rf.0e110a1eea24e86790ff22111e23ca0d.jpg,True,True,83.15524621533754,0.01105712890625,0.0800830078125,
7e65eb61f2d964e4e46a9ee5e1330c28_jpg.rf.285341723defe616334b1c5d12146248.jpg,True,True,91.32535581812263,0.01161865234375,0.05921875,
7e65eb61f2d964e4e46a9ee5e1330c28_jpg.rf.6143f3affde0e34f33469eeea1f05743.jpg,True,True,111.84468360128402,0.0112841796875,0.05843505859375,
7e65eb61f2d964e4e46a9ee5e1330c28_jpg.rf.cc3c2eb29f75365a3b9591d2c1afe526.jpg,True,True,79.23167958524226,0.01166015625,0.058046875,
94fc829f3e5abeea915fd790fba1ca4f_jpg.rf.5be8baa783a116a145c80add3e77e54f.jpg,True,True,355.22334066751006,0.31259521484375,0.05479736328125,
94fc829f3e5abeea915fd790fba1ca4f_jpg.rf.bb63a925bb340e55517e8cfcc088600e.jpg,True,True,355.6007574167013,0.30152587890625,0.05454833984375,
97d297f8384d0e9b857e3ebc0bd31dcd_jpg.rf.1eb32cec43fad4433844a3f4b12f4cb5.jpg,True,True,92.52477271995542,0.36259033203125,0.06850830078125,
9ccffeac84c5b19e14bab96b9177b18b_jpg.rf.0876d3c796ce732b89fc3f1d66875c1c.jpg,True,True,120.9721923339307,0.0,0.06953369140625,
a1e3125efaa4eebd8efc907ae48b69a1-2-_jpg.rf.31b74d806ea3856468d5a414c6b32912.jpg,True,True,88.21685394858717,4.39453125e-05,0.05856201171875,
aa-Cover-k9ll0etrgjri1nlb9pgj8k12q2-20170526111344_jpg.rf.9d944d9b3b5963c6ce563e090ba4f909.jpg,True,True,45.48076556012631,0.0,0.09413330078125,
ac6c7da416cbf07230d588741cbb2d99_jpg.rf.fa804300516b8c3ed422f84a08c33780.jpg,True,True,54.047556829833994,9.765625e-06,0.07675537109375,
adhar_card_6402313_835x547-m_jpg.rf.26810bbf744c68f758a66a86938c634d.jpg,True,True,195.10950763032434,0.0,0.065322265625,
amb-022_1636178548_jpg.rf.4e8f2f0b44a1eedfaf27b3fcb2be3b83.jpg,True,True,54.1568161617279,0.0,0.073017578125,
b4ec339af5996addce61a9c73b7162f3-1-_jpg.rf.9431f729c14bda68e0c5f46781bee41c.jpg,True,True,117.63851586675048,7.32421875e-06,0.05120361328125,
b4ec339af5996addce61a9c73b7162f3_jpg.rf.7503c879fd8e4835f78a23ecc17d294c.jpg,True,True,170.26700305879115,0.00024658203125,0.04148681640625,
b9cc3312597d27a7d53152d949674eec_jpg.rf.099b1307a46856a45875052c26efd1c4.jpg,True,True,118.74633925855161,0.0,0.05827880859375,
c5bc89c6e9cede0ff4d07085c5ce2488_jpg.rf.285942035f5685fd93e9dd129000b167.jpg,True,True,88.11501312866213,0.0,0.07501220703125,
c69b7f40144bf1cd4051251754af93ed-2-_jpg.rf.3a66b99f8d84e4fc95baf562785e78c4.jpg,True,True,86.45988970735075,0.0,0.0962109375,
e731587b225d7bad435c4cfb7cbec669_jpg.rf.c1a5b7b4890cb2c3d08c35b494c536b1.jpg,True,True,77.31667946500181,0.0,0.06492431640625,
e731587b225d7bad435c4cfb7cbec669_jpg.rf.e4d14d62a699fbdb385399fc406d2caf.jpg,True,True,67.09883269056678,0.0,0.06373046875,
f6644ae09eb9acfc6a71f01115f917f9_jpg.rf.18f204959b89830f9760a1f959ce5578.jpg,True,True,103.52608370950226,0.0,0.0543017578125,
f6644ae09eb9acfc6a71f01115f917f9_jpg.rf.5a95d0ba24f9252066a2afe9b43b9c39.jpg,True,True,78.78228803548812,0.0,0.05567626953125,
ff71c3cd26d34f1340a3f410f6e03a3f_jpg.rf.700f9f7def6965931e50b38e37bab756.jpg,True,True,88.9833326117933,0.00064208984375,0.07218017578125,
images-15-_jpg.rf.03662b61827dd0441441d09df6d829c4.jpg,True,True,89.25166496080755,2.44140625e-06,0.03564208984375,
images-18-_jpg.rf.8d8ed1df1e0bdad90001a6606be0268a.jpg,True,True,268.63204030799267,0.3955810546875,0.03369873046875,
images-19-_jpg.rf.a59636aa24a0e39e0e1cd7fe55c85795.jpg,True,False,302.53653028702144,0.51252685546875,0.03275146484375,Image is overexposed (White Ratio: 0.51 > 0.5)
images-6-_jpg.rf.c63f554e503953dbb115ef97cfa1aaff.jpg,True,True,196.38800770387047,0.3351171875,0.01623779296875,
images-9-_jpg.rf.433644029f6a30492dc8fa3a23b625a6.jpg,True,True,84.5200646753073,0.0,0.06954345703125,
images_jpg.rf.964d6694651be90b4b33b7276a4c6d07.jpg,True,True,153.25286557912827,0.062587890625,0.0555029296875,
img_1628671278092_474_jpg.rf.27a29a0f0e1857ae9107b85c214e6a72.jpg,True,True,126.97165160844327,0.00019287109375,0.04978271484375,
sp-42095176-5v4rgi-thumbnail_jpg.rf.f7b0ab297016193b7e31931f11a44236.jpg,True,True,80.5333217224121,0.0013623046875,0.060576171875,
096475d8-58c59537cb425d7c74570526_pan_Sign_page-1_jpg.rf.bb5b01ce003a78485e9ff9c8997ea269.jpg,True,True,287.18199847018303,0.24085363854895106,0.0021487106643356645,
13432d1f-sp4fo_jpg.rf.d560c55aa1ba4beeafd88e0cfdf4c1e1.jpg,True,True,97.1688461114222,0.05036770860069859,0.0,
2d437aa3-5873bc1b831b54ff05c8f6bb_pan_jpg.rf.a218f2e10023b3d34e3799ec0d73ffd4.jpg,True,True,6245.838765732387,3.2045575930211856e-05,1.424247819120527e-05,
36d3ee91-58cfe61242e00c4f07edbc87_pan_Sign_page-1_jpg.rf.142dc230a930d88db3260f17f01bf63f.jpg,True,True,270.72367598712765,0.22552338219720194,0.0020450365085558217,
69d35188-582ae7bb1adb4fea53776457_pan_Sign_page-1_jpg.rf.748361da20603fcba164326d1bf9b460.jpg,True,False,546.1293930057392,0.8594307911843982,0.004337508588340997,Image is overexposed (White Ratio: 0.86 > 0.5)
8d4ee038-photo_7_2023-07-14_11-09-35_jpg.rf.d27884997ba6a6e4bac2ab83d44028b6.jpg,True,False,233.50789706511773,0.8768492244416458,2.191968626950852e-05,Image is overexposed (White Ratio: 0.88 > 0.5)
b0a260cc-586f194f272a812c2a2455d0_pan_Sign_page-1_jpg.rf.f53ee8ac9dd388caf4d4b63a0aa35847.jpg,True,True,516.0585368402799,0.10964767801857585,0.003952941176470588,
cabdaa4e-photo_6_2023-07-14_15-52-06_jpg.rf.6b6cfe303f14ad9143fabf0a515cdf1c.jpg,True,True,414.7522152826239,8.8e-05,0.0,
ce3a420f-586bd4b53b52f40d046b9ae3_pan_Sign_page-1_jpg.rf.fccaa9c01f41bbcefd2b42caf64470d4.jpg,True,True,260.22451184885676,0.19449099020800742,0.002166985340981517,
e70b621a-photo_303-03-2022_15-47-15_jpg.rf.6db04377affe96991c6c5f349ddea0da.jpg,True,True,1581.6079587167928,0.0,0.0015582858855259214,
fe7c455e-5854b8f6cf43490967d0c6a8_pan_jpg.rf.01843edc080abae50de5ab6c803bcc1b.jpg,True,True,104.54302053666001,0.0,0.0,
